customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
3350,35,Female,Quarterly,79,Unk,No,No,29,N
3351,45,Female,Bi-Weekly,33,Unk,No,No,15,N
3352,43,Female,Fortnightly,49,Unk,No,No,18,N
3353,55,Female,Bi-Weekly,96,Unk,No,No,7,N
3354,31,Female,Every 3 Months,66,Unk,No,No,19,N
3355,42,Female,Weekly,45,Unk,No,No,15,N
3356,40,Female,Bi-Weekly,28,Unk,No,No,3,N
3357,39,Female,Bi-Weekly,48,Unk,No,No,13,N
3358,41,Female,Monthly,67,Unk,No,No,37,N
3359,56,Female,Annually,59,Unk,No,No,26,N
3360,43,Female,Monthly,74,Unk,No,No,29,N
3361,22,Female,Every 3 Months,81,Unk,No,No,47,N
3362,47,Female,Bi-Weekly,26,Unk,No,No,47,N
3363,50,Female,Fortnightly,61,Unk,No,No,48,N
3364,58,Female,Bi-Weekly,23,Unk,No,No,46,N
3365,50,Female,Monthly,33,Unk,No,No,7,N
3366,43,Female,Every 3 Months,58,Unk,No,No,45,N
3367,38,Female,Quarterly,65,Unk,No,No,47,N
3368,44,Female,Fortnightly,48,Unk,No,No,6,N
3369,30,Female,Every 3 Months,25,Unk,No,No,29,N
3370,47,Female,Monthly,51,Unk,No,No,42,N
3371,30,Female,Fortnightly,31,Unk,No,No,46,N
3372,49,Female,Annually,99,Unk,No,No,28,N
3373,56,Female,Every 3 Months,25,Unk,No,No,14,N
3374,70,Female,Every 3 Months,52,Unk,No,No,12,N
3375,22,Female,Annually,47,Unk,No,No,41,N
3376,51,Female,Annually,98,Unk,No,No,8,N
3377,22,Female,Quarterly,46,Unk,No,No,24,N
3378,37,Female,Fortnightly,32,Unk,No,No,18,N
3379,49,Female,Quarterly,75,Unk,No,No,6,N
3380,61,Female,Weekly,51,Unk,No,No,40,N
3381,41,Female,Every 3 Months,52,Unk,No,No,6,N
3382,57,Female,Quarterly,66,Unk,No,No,27,N
3383,34,Female,Weekly,35,Unk,No,No,2,N
3384,27,Female,Bi-Weekly,43,Unk,No,No,39,N
3385,39,Female,Quarterly,24,Unk,No,No,9,N
3386,62,Female,Every 3 Months,83,Unk,No,No,16,N
3387,34,Female,Quarterly,62,Unk,No,No,36,N
3388,53,Female,Bi-Weekly,78,Unk,No,No,2,N
3389,35,Female,Weekly,61,Unk,No,No,21,N
3390,38,Female,Annually,57,Unk,No,No,39,N
3391,32,Female,Annually,70,Unk,No,No,38,N
3392,47,Female,Every 3 Months,57,Unk,No,No,6,N
3393,53,Female,Bi-Weekly,74,Unk,No,No,6,N
3394,60,Female,Monthly,90,Unk,No,No,50,N
3395,31,Female,Annually,98,Unk,No,No,9,N
3396,44,Female,Every 3 Months,43,Unk,No,No,15,N
3397,29,Female,Quarterly,37,Unk,No,No,5,N
3398,19,Female,Bi-Weekly,38,Unk,No,No,13,N
3399,54,Female,Fortnightly,60,Unk,No,No,44,N
3400,40,Female,Annually,55,Unk,No,No,36,N
3401,39,Female,Fortnightly,51,Unk,No,No,18,N
3402,44,Female,Weekly,71,Unk,No,No,39,N
3403,22,Female,Every 3 Months,61,Unk,No,No,11,N
3404,30,Female,Bi-Weekly,65,Unk,No,No,1,N
3405,69,Female,Annually,34,Unk,No,No,34,N
3406,28,Female,Bi-Weekly,87,Unk,No,No,47,N
3407,57,Female,Quarterly,79,Unk,No,No,24,N
3408,46,Female,Quarterly,46,Unk,No,No,20,N
3409,48,Female,Annually,72,Unk,No,No,11,N
3410,24,Female,Every 3 Months,93,Unk,No,No,3,N
3411,50,Female,Bi-Weekly,76,Unk,No,No,38,N
3412,29,Female,Weekly,56,Unk,No,No,45,N
3413,61,Female,Quarterly,83,Unk,No,No,31,N
3414,34,Female,Bi-Weekly,90,Unk,No,No,16,N
3415,27,Female,Quarterly,94,Unk,No,No,3,N
3416,38,Female,Annually,68,Unk,No,No,15,N
3417,25,Female,Every 3 Months,53,Unk,No,No,11,N
3418,54,Female,Fortnightly,35,Unk,No,No,22,N
3419,53,Female,Annually,30,Unk,No,No,35,N
3420,23,Female,Bi-Weekly,26,Unk,No,No,5,N
3421,19,Female,Bi-Weekly,60,Unk,No,No,35,N
3422,57,Female,Weekly,30,Unk,No,No,27,N
3423,19,Female,Monthly,91,Unk,No,No,9,N
3424,33,Female,Bi-Weekly,71,Unk,No,No,21,N
3425,33,Female,Monthly,64,Unk,No,No,23,N
3426,38,Female,Bi-Weekly,54,Unk,No,No,3,N
3427,47,Female,Annually,35,Unk,No,No,31,N
3428,39,Female,Annually,38,Unk,No,No,44,N
3429,32,Female,Monthly,69,Unk,No,No,20,N
3430,27,Female,Weekly,96,Unk,No,No,34,N
3431,67,Female,Every 3 Months,73,Unk,No,No,17,N
3432,46,Female,Annually,49,Unk,No,No,20,N
3433,36,Female,Every 3 Months,44,Unk,No,No,46,N
3434,62,Female,Annually,93,Unk,No,No,28,N
3435,31,Female,Fortnightly,72,Unk,No,No,6,N
3436,68,Female,Bi-Weekly,91,Unk,No,No,50,N
3437,57,Female,Monthly,83,Unk,No,No,41,N
3438,22,Female,Annually,62,Unk,No,No,50,N
3439,26,Female,Monthly,71,Unk,No,No,33,N
3440,43,Female,Quarterly,93,Unk,No,No,25,N
3441,45,Female,Weekly,63,Unk,No,No,2,N
3442,64,Female,Annually,96,Unk,No,No,15,N
3443,28,Female,Weekly,78,Unk,No,No,12,N
3444,47,Female,Bi-Weekly,24,Unk,No,No,28,N
3445,53,Female,Bi-Weekly,63,Unk,No,No,12,N
3446,42,Female,Annually,58,Unk,No,No,3,N
3447,51,Female,Weekly,55,Unk,No,No,20,N
3448,62,Female,Bi-Weekly,58,Unk,No,No,3,N
3449,18,Female,Fortnightly,28,Unk,No,No,32,N
3450,48,Female,Monthly,37,Unk,No,No,35,N
3451,20,Female,Monthly,78,Unk,No,No,31,N
3452,32,Female,Annually,73,Unk,No,No,13,N
3453,26,Female,Fortnightly,20,Unk,No,No,3,N
3454,31,Female,Bi-Weekly,60,Unk,No,No,48,N
3455,55,Female,Bi-Weekly,71,Unk,No,No,15,N
3456,49,Female,Annually,89,Unk,No,No,13,N
3457,42,Female,Monthly,53,Unk,No,No,21,N
3458,64,Female,Fortnightly,87,Unk,No,No,29,N
3459,68,Female,Quarterly,37,Unk,No,No,24,N
3460,68,Female,Annually,37,Unk,No,No,21,N
3461,41,Female,Bi-Weekly,78,Unk,No,No,5,N
3462,51,Female,Quarterly,23,Unk,No,No,47,N
3463,44,Female,Every 3 Months,73,Unk,No,No,34,N
3464,27,Female,Fortnightly,27,Unk,No,No,45,N
3465,36,Female,Annually,59,Unk,No,No,12,N
3466,19,Female,Weekly,53,Unk,No,No,31,N
3467,49,Female,Annually,42,Unk,No,No,43,N
3468,18,Female,Annually,45,Unk,No,No,5,N
3469,36,Female,Quarterly,89,Unk,No,No,36,N
3470,36,Female,Annually,85,Unk,No,No,12,N
3471,19,Female,Bi-Weekly,69,Unk,No,No,31,N
3472,43,Female,Bi-Weekly,66,Unk,No,No,31,N
3473,31,Female,Weekly,42,Unk,No,No,15,N
3474,63,Female,Weekly,40,Unk,No,No,11,N
3475,41,Female,Monthly,82,Unk,No,No,18,N
3476,48,Female,Quarterly,88,Unk,No,No,9,N
3477,68,Female,Weekly,99,Unk,No,No,11,N
3478,53,Female,Bi-Weekly,85,Unk,No,No,38,N
3479,36,Female,Quarterly,57,Unk,No,No,42,N
3480,46,Female,Monthly,56,Unk,No,No,41,N
3481,21,Female,Monthly,79,Unk,No,No,45,N
3482,52,Female,Bi-Weekly,67,Unk,No,No,41,N
3483,66,Female,Weekly,61,Unk,No,No,35,N
3484,19,Female,Every 3 Months,37,Unk,No,No,21,N
3485,44,Female,Bi-Weekly,75,Unk,No,No,13,N
3486,50,Female,Fortnightly,21,Unk,No,No,23,N
3487,51,Female,Weekly,89,Unk,No,No,6,N
3488,25,Female,Annually,24,Unk,No,No,39,N
3489,62,Female,Quarterly,27,Unk,No,No,7,N
3490,48,Female,Every 3 Months,26,Unk,No,No,32,N
3491,62,Female,Quarterly,82,Unk,No,No,43,N
3492,22,Female,Monthly,28,Unk,No,No,15,N
3493,48,Female,Annually,65,Unk,No,No,48,N
3494,48,Female,Weekly,82,Unk,No,No,35,N
3495,62,Female,Quarterly,38,Unk,No,No,41,N
3496,24,Female,Weekly,33,Unk,No,No,14,N
3497,39,Female,Monthly,38,Unk,No,No,22,N
3498,35,Female,Every 3 Months,48,Unk,No,No,16,N
3499,47,Female,Bi-Weekly,35,Unk,No,No,2,N
3500,22,Female,Every 3 Months,29,Unk,No,No,13,N
3501,38,Female,Fortnightly,48,Unk,No,No,38,N
3502,53,Female,Weekly,87,Unk,No,No,43,N
3503,31,Female,Quarterly,62,Unk,No,No,26,N
3504,31,Female,Weekly,96,Unk,No,No,39,N
3505,65,Female,Monthly,41,Unk,No,No,50,N
3506,48,Female,Every 3 Months,42,Unk,No,No,40,N
3507,18,Female,Fortnightly,57,Unk,No,No,12,N
3508,46,Female,Every 3 Months,65,Unk,No,No,33,N
3509,52,Female,Weekly,54,Unk,No,No,49,N
3510,50,Female,Bi-Weekly,22,Unk,No,No,43,N
3511,49,Female,Monthly,96,Unk,No,No,14,N
3512,69,Female,Every 3 Months,81,Unk,No,No,21,N
3513,36,Female,Quarterly,46,Unk,No,No,31,N
3514,30,Female,Fortnightly,74,Unk,No,No,29,N
3515,25,Female,Monthly,50,Unk,No,No,32,N
3516,19,Female,Bi-Weekly,80,Unk,No,No,16,N
3517,34,Female,Bi-Weekly,56,Unk,No,No,38,N
3518,29,Female,Every 3 Months,69,Unk,No,No,34,N
3519,50,Female,Quarterly,97,Unk,No,No,30,N
3520,31,Female,Fortnightly,66,Unk,No,No,14,N
3521,41,Female,Monthly,70,Unk,No,No,33,N
3522,52,Female,Weekly,50,Unk,No,No,35,N
3523,27,Female,Quarterly,85,Unk,No,No,13,N
3524,49,Female,Fortnightly,59,Unk,No,No,30,N
3525,69,Female,Monthly,74,Unk,No,No,30,N
3526,45,Female,Annually,38,Unk,No,No,47,N
3527,20,Female,Every 3 Months,99,Unk,No,No,1,N
3528,25,Female,Weekly,97,Unk,No,No,1,N
3529,38,Female,Annually,67,Unk,No,No,33,N
3530,55,Female,Weekly,20,Unk,No,No,43,N
3531,62,Female,Weekly,45,Unk,No,No,37,N
3532,54,Female,Quarterly,52,Unk,No,No,23,N
3533,61,Female,Annually,68,Unk,No,No,12,N
3534,50,Female,Fortnightly,98,Unk,No,No,30,N
3535,65,Female,Weekly,83,Unk,No,No,7,N
3536,68,Female,Monthly,51,Unk,No,No,20,N
3537,55,Female,Monthly,21,Unk,No,No,10,N
3538,57,Female,Every 3 Months,92,Unk,No,No,40,N
3539,56,Female,Monthly,63,Unk,No,No,21,N
3540,29,Female,Bi-Weekly,56,Unk,No,No,17,N
3541,24,Female,Weekly,95,Unk,No,No,5,N
3542,59,Female,Annually,66,Unk,No,No,22,N
3543,62,Female,Weekly,28,Unk,No,No,5,N
3544,58,Female,Every 3 Months,83,Unk,No,No,18,N
3545,64,Female,Every 3 Months,55,Unk,No,No,42,N
3546,48,Female,Annually,28,Unk,No,No,22,N
3547,60,Female,Bi-Weekly,79,Unk,No,No,37,N
3548,52,Female,Annually,31,Unk,No,No,23,N
3549,63,Female,Fortnightly,37,Unk,No,No,47,N
3550,44,Female,Fortnightly,34,Unk,No,No,11,N
3551,63,Female,Weekly,74,Unk,No,No,32,N
3552,66,Female,Weekly,31,Unk,No,No,20,N
3553,22,Female,Quarterly,66,Unk,No,No,3,N
3554,62,Female,Weekly,99,Unk,No,No,32,N
3555,39,Female,Fortnightly,55,Unk,No,No,5,N
3556,25,Female,Quarterly,23,Unk,No,No,45,N
3557,70,Female,Bi-Weekly,88,Unk,No,No,43,N
3558,52,Female,Every 3 Months,26,Unk,No,No,1,N
3559,68,Female,Quarterly,94,Unk,No,No,9,N
3560,18,Female,Every 3 Months,25,Unk,No,No,13,N
3561,18,Female,Annually,96,Unk,No,No,5,N
3562,63,Female,Fortnightly,29,Unk,No,No,39,N
3563,47,Female,Weekly,36,Unk,No,No,7,N
3564,43,Female,Every 3 Months,90,Unk,No,No,8,N
3565,60,Female,Annually,38,Unk,No,No,40,N
3566,49,Female,Monthly,52,Unk,No,No,35,N
3567,28,Female,Monthly,88,Unk,No,No,14,N
3568,32,Female,Monthly,56,Unk,No,No,26,N
3569,29,Female,Quarterly,71,Unk,No,No,14,N
3570,35,Female,Fortnightly,94,Unk,No,No,9,N
3571,23,Female,Annually,97,Unk,No,No,32,N
3572,70,Female,Every 3 Months,27,Unk,No,No,15,N
3573,23,Female,Monthly,28,Unk,No,No,25,N
3574,43,Female,Monthly,67,Unk,No,No,27,N
3575,29,Female,Quarterly,70,Unk,No,No,39,N
3576,61,Female,Bi-Weekly,95,Unk,No,No,49,N
3577,29,Female,Bi-Weekly,24,Unk,No,No,12,N
3578,66,Female,Weekly,35,Unk,No,No,13,N
3579,46,Female,Quarterly,22,Unk,No,No,22,N
3580,34,Female,Every 3 Months,66,Unk,No,No,19,N
3581,51,Female,Bi-Weekly,83,Unk,No,No,3,N
3582,26,Female,Weekly,95,Unk,No,No,50,N
3583,23,Female,Annually,41,Unk,No,No,15,N
3584,52,Female,Every 3 Months,77,Unk,No,No,44,N
3585,39,Female,Monthly,52,Unk,No,No,48,N
3586,39,Female,Bi-Weekly,41,Unk,No,No,4,N
3587,33,Female,Bi-Weekly,28,Unk,No,No,12,N
3588,33,Female,Annually,90,Unk,No,No,33,N
3589,23,Female,Annually,55,Unk,No,No,40,N
3590,31,Female,Every 3 Months,73,Unk,No,No,38,N
3591,27,Female,Every 3 Months,87,Unk,No,No,19,N
3592,48,Female,Quarterly,89,Unk,No,No,38,N
3593,61,Female,Fortnightly,82,Unk,No,No,18,N
3594,63,Female,Monthly,80,Unk,No,No,24,N
3595,19,Female,Quarterly,87,Unk,No,No,29,N
3596,21,Female,Annually,41,Unk,No,No,14,N
3597,28,Female,Fortnightly,83,Unk,No,No,44,N
3598,29,Female,Quarterly,71,Unk,No,No,18,N
3599,23,Female,Bi-Weekly,76,Unk,No,No,19,N
3600,37,Female,Weekly,34,Unk,No,No,4,N
3601,67,Female,Bi-Weekly,81,Unk,No,No,25,N
3602,34,Female,Monthly,47,Unk,No,No,3,N
3603,58,Female,Quarterly,36,Unk,No,No,40,N
3604,45,Female,Weekly,51,Unk,No,No,5,N
3605,63,Female,Annually,86,Unk,No,No,17,N
3606,68,Female,Every 3 Months,41,Unk,No,No,36,N
3607,41,Female,Annually,90,Unk,No,No,41,N
3608,50,Female,Bi-Weekly,93,Unk,No,No,20,N
3609,24,Female,Every 3 Months,56,Unk,No,No,2,N
3610,21,Female,Monthly,39,Unk,No,No,31,N
3611,18,Female,Fortnightly,86,Unk,No,No,23,N
3612,63,Female,Annually,82,Unk,No,No,30,N
3613,47,Female,Every 3 Months,29,Unk,No,No,26,N
3614,58,Female,Annually,27,Unk,No,No,40,N
3615,46,Female,Annually,25,Unk,No,No,19,N
3616,35,Female,Monthly,31,Unk,No,No,4,N
3617,42,Female,Fortnightly,23,Unk,No,No,33,N
3618,48,Female,Monthly,47,Unk,No,No,29,N
3619,28,Female,Bi-Weekly,67,Unk,No,No,47,N
3620,44,Female,Weekly,75,Unk,No,No,50,N
3621,60,Female,Fortnightly,82,Unk,No,No,28,N
3622,38,Female,Fortnightly,32,Unk,No,No,5,N
3623,46,Female,Annually,41,Unk,No,No,12,N
3624,39,Female,Weekly,89,Unk,No,No,4,N
3625,22,Female,Bi-Weekly,82,Unk,No,No,22,N
3626,44,Female,Weekly,99,Unk,No,No,32,N
3627,69,Female,Quarterly,98,Unk,No,No,32,N
3628,39,Female,Every 3 Months,54,Unk,No,No,48,N
3629,53,Female,Monthly,88,Unk,No,No,35,N
3630,52,Female,Fortnightly,43,Unk,No,No,44,N
3631,65,Female,Weekly,73,Unk,No,No,29,N
3632,48,Female,Monthly,50,Unk,No,No,26,N
3633,27,Female,Quarterly,73,Unk,No,No,3,N
3634,39,Female,Bi-Weekly,51,Unk,No,No,1,N
3635,59,Female,Annually,22,Unk,No,No,17,N
3636,52,Female,Fortnightly,32,Unk,No,No,17,N
3637,50,Female,Weekly,38,Unk,No,No,36,N
3638,32,Female,Fortnightly,66,Unk,No,No,32,N
3639,40,Female,Bi-Weekly,20,Unk,No,No,50,N
3640,26,Female,Annually,44,Unk,No,No,39,N
3641,47,Female,Monthly,31,Unk,No,No,17,N
3642,51,Female,Every 3 Months,45,Unk,No,No,39,N
3643,47,Female,Annually,71,Unk,No,No,5,N
3644,53,Female,Annually,96,Unk,No,No,47,N
3645,35,Female,Weekly,32,Unk,No,No,18,N
3646,38,Female,Every 3 Months,90,Unk,No,No,31,N
3647,69,Female,Fortnightly,68,Unk,No,No,39,N
3648,47,Female,Weekly,45,Unk,No,No,12,N
3649,31,Female,Bi-Weekly,67,Unk,No,No,45,N
3650,68,Female,Fortnightly,57,Unk,No,No,33,N
3651,51,Female,Annually,60,Unk,No,No,3,N
3652,20,Female,Every 3 Months,32,Unk,No,No,5,N
3653,27,Female,Monthly,29,Unk,No,No,23,N
3654,67,Female,Fortnightly,20,Unk,No,No,39,N
3655,21,Female,Annually,98,Unk,No,No,10,N
3656,20,Female,Bi-Weekly,27,Unk,No,No,4,N
3657,35,Female,Monthly,67,Unk,No,No,18,N
3658,58,Female,Every 3 Months,82,Unk,No,No,1,N
3659,28,Female,Fortnightly,72,Unk,No,No,18,N
3660,27,Female,Annually,77,Unk,No,No,46,N
3661,19,Female,Fortnightly,74,Unk,No,No,13,N
3662,63,Female,Fortnightly,39,Unk,No,No,5,N
3663,69,Female,Weekly,80,Unk,No,No,11,N
3664,65,Female,Weekly,59,Unk,No,No,49,N
3665,63,Female,Fortnightly,68,Unk,No,No,1,N
3666,28,Female,Quarterly,77,Unk,No,No,11,N
3667,67,Female,Every 3 Months,50,Unk,No,No,47,N
3668,51,Female,Monthly,45,Unk,No,No,20,N
3669,59,Female,Annually,71,Unk,No,No,18,N
3670,25,Female,Quarterly,52,Unk,No,No,43,N
3671,31,Female,Every 3 Months,50,Unk,No,No,4,N
3672,62,Female,Quarterly,66,Unk,No,No,20,N
3673,51,Female,Monthly,81,Unk,No,No,7,N
3674,32,Female,Fortnightly,28,Unk,No,No,31,N
3675,35,Female,Fortnightly,65,Unk,No,No,41,N
3676,70,Female,Monthly,80,Unk,No,No,3,N
3677,19,Female,Monthly,94,Unk,No,No,16,N
3678,32,Female,Annually,30,Unk,No,No,43,N
3679,56,Female,Fortnightly,45,Unk,No,No,29,N
3680,53,Female,Bi-Weekly,91,Unk,No,No,5,N
3681,22,Female,Quarterly,36,Unk,No,No,30,N
3682,26,Female,Monthly,73,Unk,No,No,33,N
3683,42,Female,Bi-Weekly,60,Unk,No,No,46,N
3684,30,Female,Fortnightly,77,Unk,No,No,17,N
3685,29,Female,Bi-Weekly,86,Unk,No,No,47,N
3686,47,Female,Bi-Weekly,42,Unk,No,No,17,N
3687,59,Female,Bi-Weekly,70,Unk,No,No,17,N
3688,34,Female,Every 3 Months,44,Unk,No,No,28,N
3689,52,Female,Monthly,91,Unk,No,No,8,N
3690,47,Female,Quarterly,30,Unk,No,No,8,N
3691,24,Female,Bi-Weekly,23,Unk,No,No,4,N
3692,63,Female,Weekly,21,Unk,No,No,24,N
3693,59,Female,Fortnightly,34,Unk,No,No,29,N
3694,66,Female,Weekly,46,Unk,No,No,10,N
3695,45,Female,Bi-Weekly,41,Unk,No,No,11,N
3696,38,Female,Fortnightly,33,Unk,No,No,18,N
3697,63,Female,Annually,48,Unk,No,No,26,N
3698,55,Female,Weekly,66,Unk,No,No,39,N
3699,25,Female,Annually,54,Unk,No,No,4,N
3700,51,Female,Weekly,55,Unk,No,No,24,N
3701,28,Female,Every 3 Months,84,Unk,No,No,2,N
3702,46,Female,Annually,66,Unk,No,No,36,N
3703,58,Female,Weekly,65,Unk,No,No,36,N
3704,30,Female,Every 3 Months,83,Unk,No,No,23,N
3705,68,Female,Quarterly,61,Unk,No,No,36,N
3706,28,Female,Annually,65,Unk,No,No,2,N
3707,26,Female,Bi-Weekly,55,Unk,No,No,17,N
3708,35,Female,Weekly,79,Unk,No,No,19,N
3709,40,Female,Monthly,96,Unk,No,No,41,N
3710,31,Female,Quarterly,43,Unk,No,No,27,N
3711,60,Female,Fortnightly,40,Unk,No,No,32,N
3712,69,Female,Annually,62,Unk,No,No,33,N
3713,51,Female,Quarterly,72,Unk,No,No,24,N
3714,49,Female,Every 3 Months,87,Unk,No,No,31,N
3715,18,Female,Weekly,31,Unk,No,No,35,N
3716,63,Female,Monthly,34,Unk,No,No,2,N
3717,57,Female,Every 3 Months,53,Unk,No,No,42,N
3718,45,Female,Every 3 Months,85,Unk,No,No,47,N
3719,36,Female,Bi-Weekly,50,Unk,No,No,44,N
3720,20,Female,Every 3 Months,91,Unk,No,No,8,N
3721,21,Female,Quarterly,56,Unk,No,No,13,N
3722,62,Female,Annually,60,Unk,No,No,10,N
3723,23,Female,Fortnightly,34,Unk,No,No,1,N
3724,26,Female,Monthly,30,Unk,No,No,1,N
3725,30,Female,Annually,71,Unk,No,No,18,N
3726,18,Female,Annually,100,Unk,No,No,2,N
3727,47,Female,Every 3 Months,85,Unk,No,No,36,N
3728,41,Female,Bi-Weekly,83,Unk,No,No,17,N
3729,62,Female,Annually,31,Unk,No,No,1,N
3730,28,Female,Quarterly,82,Unk,No,No,50,N
3731,46,Female,Bi-Weekly,79,Unk,No,No,3,N
3732,54,Female,Quarterly,62,Unk,No,No,45,N
3733,36,Female,Annually,92,Unk,No,No,28,N
3734,25,Female,Every 3 Months,58,Unk,No,No,6,N
3735,38,Female,Every 3 Months,88,Unk,No,No,33,N
3736,38,Female,Annually,44,Unk,No,No,29,N
3737,42,Female,Every 3 Months,56,Unk,No,No,2,N
3738,19,Female,Bi-Weekly,23,Unk,No,No,43,N
3739,34,Female,Fortnightly,45,Unk,No,No,48,N
3740,38,Female,Weekly,31,Unk,No,No,43,N
3741,42,Female,Bi-Weekly,96,Unk,No,No,26,N
3742,58,Female,Bi-Weekly,96,Unk,No,No,26,N
3743,56,Female,Bi-Weekly,80,Unk,No,No,50,N
3744,62,Female,Quarterly,28,Unk,No,No,36,N
3745,24,Female,Fortnightly,51,Unk,No,No,26,N
3746,60,Female,Monthly,41,Unk,No,No,2,N
3747,53,Female,Monthly,99,Unk,No,No,49,N
3748,26,Female,Bi-Weekly,53,Unk,No,No,32,N
3749,34,Female,Annually,25,Unk,No,No,3,N
3750,24,Female,Every 3 Months,95,Unk,No,No,38,N
3751,42,Female,Monthly,88,Unk,No,No,5,N
3752,36,Female,Every 3 Months,97,Unk,No,No,8,N
3753,24,Female,Weekly,81,Unk,No,No,43,N
3754,39,Female,Fortnightly,26,Unk,No,No,22,N
3755,46,Female,Every 3 Months,41,Unk,No,No,10,N
3756,64,Female,Monthly,93,Unk,No,No,26,N
3757,64,Female,Bi-Weekly,69,Unk,No,No,42,N
3758,61,Female,Weekly,44,Unk,No,No,33,N
3759,61,Female,Quarterly,54,Unk,No,No,23,N
3760,44,Female,Quarterly,61,Unk,No,No,30,N
3761,65,Female,Weekly,80,Unk,No,No,36,N
3762,60,Female,Every 3 Months,30,Unk,No,No,3,N
3763,65,Female,Annually,94,Unk,No,No,13,N
3764,27,Female,Every 3 Months,24,Unk,No,No,38,N
3765,36,Female,Monthly,21,Unk,No,No,19,N
3766,22,Female,Bi-Weekly,52,Unk,No,No,14,N
3767,62,Female,Annually,59,Unk,No,No,43,N
3768,59,Female,Fortnightly,51,Unk,No,No,10,N
3769,50,Female,Quarterly,35,Unk,No,No,34,N
3770,51,Female,Annually,87,Unk,No,No,31,N
3771,23,Female,Weekly,42,Unk,No,No,34,N
3772,21,Female,Bi-Weekly,86,Unk,No,No,28,N
3773,44,Female,Annually,26,Unk,No,No,35,N
3774,25,Female,Quarterly,60,Unk,No,No,41,N
3775,57,Female,Fortnightly,83,Unk,No,No,48,N
3776,41,Female,Quarterly,63,Unk,No,No,45,N
3777,19,Female,Fortnightly,25,Unk,No,No,10,N
3778,43,Female,Weekly,65,Unk,No,No,9,N
3779,25,Female,Annually,60,Unk,No,No,30,N
3780,60,Female,Annually,75,Unk,No,No,45,N
3781,54,Female,Quarterly,57,Unk,No,No,41,N
3782,52,Female,Fortnightly,99,Unk,No,No,40,N
3783,40,Female,Fortnightly,45,Unk,No,No,42,N
3784,39,Female,Fortnightly,66,Unk,No,No,17,N
3785,54,Female,Annually,53,Unk,No,No,4,N
3786,64,Female,Monthly,94,Unk,No,No,6,N
3787,31,Female,Weekly,47,Unk,No,No,22,N
3788,37,Female,Every 3 Months,80,Unk,No,No,46,N
3789,43,Female,Monthly,65,Unk,No,No,27,N
3790,56,Female,Every 3 Months,75,Unk,No,No,18,N
3791,27,Female,Weekly,45,Unk,No,No,31,N
3792,40,Female,Weekly,51,Unk,No,No,1,N
3793,43,Female,Fortnightly,58,Unk,No,No,2,N
3794,62,Female,Annually,20,Unk,No,No,46,N
3795,44,Female,Weekly,82,Unk,No,No,27,N
3796,45,Female,Weekly,92,Unk,No,No,3,N
3797,40,Female,Quarterly,81,Unk,No,No,47,N
3798,68,Female,Quarterly,44,Unk,No,No,20,N
3799,63,Female,Annually,72,Unk,No,No,23,N
3800,60,Female,Monthly,26,Unk,No,No,13,N
3801,19,Female,Bi-Weekly,26,Unk,No,No,12,N
3802,26,Female,Fortnightly,84,Unk,No,No,36,N
3803,70,Female,Monthly,72,Unk,No,No,1,N
3804,48,Female,Weekly,55,Unk,No,No,14,N
3805,37,Female,Annually,77,Unk,No,No,45,N
3806,48,Female,Quarterly,57,Unk,No,No,31,N
3807,18,Female,Weekly,71,Unk,No,No,41,N
3808,38,Female,Annually,39,Unk,No,No,36,N
3809,33,Female,Bi-Weekly,28,Unk,No,No,6,N
3810,57,Female,Annually,33,Unk,No,No,28,N
3811,46,Female,Monthly,79,Unk,No,No,29,N
3812,46,Female,Monthly,30,Unk,No,No,14,N
3813,50,Female,Every 3 Months,75,Unk,No,No,7,N
3814,61,Female,Bi-Weekly,89,Unk,No,No,31,N
3815,45,Female,Every 3 Months,95,Unk,No,No,26,N
3816,32,Female,Fortnightly,44,Unk,No,No,12,N
3817,29,Female,Fortnightly,86,Unk,No,No,45,N
3818,66,Female,Annually,91,Unk,No,No,40,N
3819,70,Female,Monthly,41,Unk,No,No,42,N
3820,36,Female,Quarterly,99,Unk,No,No,45,N
3821,34,Female,Quarterly,65,Unk,No,No,34,N
3822,20,Female,Every 3 Months,48,Unk,No,No,34,N
3823,70,Female,Every 3 Months,41,Unk,No,No,17,N
3824,50,Female,Weekly,42,Unk,No,No,27,N
3825,54,Female,Quarterly,26,Unk,No,No,31,N
3826,49,Female,Fortnightly,35,Unk,No,No,47,N
3827,50,Female,Annually,31,Unk,No,No,25,N
3828,62,Female,Fortnightly,73,Unk,No,No,47,N
3829,42,Female,Weekly,82,Unk,No,No,8,N
3830,69,Female,Fortnightly,32,Unk,No,No,32,N
3831,22,Female,Every 3 Months,27,Unk,No,No,33,N
3832,36,Female,Every 3 Months,86,Unk,No,No,16,N
3833,64,Female,Weekly,38,Unk,No,No,27,N
3834,44,Female,Every 3 Months,93,Unk,No,No,17,N
3835,43,Female,Quarterly,59,Unk,No,No,17,N
3836,58,Female,Bi-Weekly,58,Unk,No,No,28,N
3837,62,Female,Fortnightly,84,Unk,No,No,38,N
3838,45,Female,Fortnightly,100,Unk,No,No,33,N
3839,47,Female,Every 3 Months,25,Unk,No,No,24,N
3840,66,Female,Quarterly,29,Unk,No,No,14,N
3841,30,Female,Fortnightly,42,Unk,No,No,5,N
3842,68,Female,Monthly,57,Unk,No,No,8,N
